Expected_Runs,Temp,Humidity,Rain,pitcher_SO,pitcher_DRA,pitcher_ERA,pitcher_PPF,pitcher_VORP,pitcher_FIP,pitcher_PVORP,pitcher_PWARP,pitcher_BASES_VS_AB,pitcher_hit_mult,def_H,def_HR,def_GB%,def_FB%,def_LD%,def_POP%,def_DP%,R_batter,TB_batter,SO_batter,RBI_batter,DP_batter,FB%_batter,GB%_batter,LD%_batter,POP%_batter,ISO_batter,AVG_batter,OBP_batter,SLG_batter,TAV_batter,BASES_VS_AB_batter,SDTHB_BAT,bat_SO,bat_RBI,bat_DP,bat_FB%,bat_GB%,bat_LD%,bat_POP%,bat_ISO,bat_AVG,bat_OBP,bat_SLG,bat_TAV,batter_BASES_VS_AB,hit_mult,H_SIDE_pit,1B_SIDE_pit,2B_SIDE_pit,3B_SIDE_pit,HR_SIDE_pit,TB_SIDE_pit,SO_SIDE_pit,BB_SIDE_pit,HBP_SIDE_pit,SF_SIDE_pit,SH_SIDE_pit,DP_SIDE_pit,FB%_SIDE_pit,GB%_SIDE_pit,LD%_SIDE_pit,POP%_SIDE_pit,ISO_SIDE_pit,AVG_SIDE_pit,OBP_SIDE_pit,SLG_SIDE_pit,TAV_SIDE_pit,DRA_SIDE_pit,DRA-_SIDE_pit,CFIP_SIDE_pit,BASES_VS_AB_pit,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA
3.1,7.0,25.0,0.0,0.35,2.51,2.85,97.0,52.0,2.73,52.9,5.48,0.38,0.38,942.0,125.0,45.48,23.17,24.57,6.77,12.5,0.08,0.27,0.16,0.08,0.02,23.36,42.29,27.09,7.26,0.15,0.27,0.33,0.42,0.27,0.46,0.46,0.1,0.04,0.01,22.26,39.84,21.97,5.94,0.15,0.25,0.31,0.4,0.26,0.44,0.41,23.2,12.3,6.8,0.0,4.1,42.3,51.6,10.0,1.9,0.0,0.9,4.9,31.09,37.39,21.9,9.62,0.14,0.16,0.23,0.3,0.18,1.84,42.0,82.7,0.34,3.25,1.05,0.93,0.38,0.09,0.03,0.06,0.07,0.38,0.09,0.22,30.08,26.2,25.01,1.27,1.14,0.13,1.1,1.01
3.5,7.0,71.0,6.0,0.2,4.21,4.63,94.0,16.9,4.12,15.5,1.6,0.46,0.46,1071.0,114.0,46.38,21.0,25.64,6.98,12.38,0.08,0.28,0.17,0.08,0.02,23.77,44.28,24.47,7.18,0.14,0.23,0.28,0.37,0.23,0.41,0.41,0.17,0.09,0.01,22.88,43.52,25.98,7.61,0.16,0.26,0.32,0.42,0.27,0.45,0.45,28.62,21.62,2.62,1.0,3.38,43.38,30.12,9.75,0.62,0.62,2.62,1.38,21.28,44.85,24.35,9.52,0.12,0.24,0.3,0.36,0.24,3.5,80.0,96.75,0.4,4.06,1.39,1.33,0.49,0.11,0.04,0.07,0.11,0.57,0.13,0.34,40.7,41.6,44.32,1.72,1.78,-0.05,1.91,1.73
3.7,5.0,87.0,15.0,0.24,3.04,3.44,96.0,23.0,3.16,23.0,2.39,0.38,0.38,1082.0,151.0,44.73,22.87,24.83,7.58,12.88,0.08,0.27,0.14,0.08,0.02,24.18,46.2,23.09,6.53,0.17,0.26,0.32,0.43,0.27,0.46,0.46,0.15,0.07,0.01,25.31,39.1,26.68,8.9,0.17,0.25,0.32,0.42,0.27,0.46,0.46,18.89,11.11,5.0,0.56,2.22,31.67,23.78,5.44,1.11,0.0,0.56,2.11,15.77,61.47,20.43,2.33,0.13,0.21,0.27,0.35,0.21,2.89,65.44,81.44,0.38,3.11,1.21,0.94,0.48,0.08,0.03,0.05,0.09,0.48,0.11,0.26,38.51,37.42,36.33,1.66,1.61,0.05,1.6,1.46
3.7,6.0,74.0,9.0,0.16,5.28,6.11,99.0,-0.6,6.33,-0.4,-0.04,0.54,0.54,1043.0,145.0,46.71,21.8,24.15,7.34,10.51,0.08,0.25,0.16,0.08,0.02,20.72,49.71,23.52,5.75,0.16,0.23,0.29,0.39,0.24,0.44,0.44,0.16,0.09,0.02,26.27,39.71,26.23,7.8,0.21,0.27,0.35,0.48,0.29,0.52,0.52,7.38,4.5,1.25,0.0,1.62,13.5,6.12,2.5,0.62,0.62,0.62,0.62,26.7,45.75,17.94,9.61,0.21,0.27,0.34,0.48,0.31,4.4,100.0,102.5,0.49,8.0,2.3,2.72,0.88,0.22,0.06,0.15,0.17,0.9,0.22,0.61,63.27,65.61,65.61,2.64,2.77,-0.14,2.84,2.61
4.1,6.0,74.0,4.0,0.28,3.13,4.76,100.0,33.7,3.56,32.7,3.39,0.45,0.45,1096.0,133.0,46.55,21.91,23.86,7.68,13.77,0.15,0.42,0.3,0.15,0.02,23.01,43.59,24.72,8.38,0.16,0.24,0.31,0.4,0.26,0.45,0.45,0.19,0.08,0.02,22.0,46.62,23.46,7.93,0.16,0.24,0.32,0.41,0.26,0.45,0.45,26.89,19.89,4.11,0.44,2.44,39.22,35.56,8.22,1.56,0.89,2.22,2.78,19.8,44.45,27.9,7.86,0.11,0.24,0.29,0.34,0.24,3.18,72.33,87.78,0.37,3.95,1.59,1.09,0.51,0.1,0.04,0.06,0.11,0.6,0.13,0.33,42.68,40.92,43.12,1.84,1.83,0.01,1.87,1.76
3.4,6.0,77.0,18.0,0.19,4.43,4.35,100.0,12.0,4.14,13.6,1.41,0.47,0.47,1072.0,156.0,43.45,24.21,23.55,8.8,10.87,0.04,0.13,0.08,0.04,0.01,21.93,46.19,23.62,7.25,0.17,0.23,0.29,0.4,0.24,0.45,0.4,0.08,0.02,0.0,20.53,48.02,24.22,7.22,0.12,0.22,0.29,0.34,0.23,0.39,0.4,43.57,27.57,12.57,0.0,3.43,66.43,46.71,22.57,0.0,1.86,0.0,6.0,20.17,53.3,18.86,7.67,0.12,0.23,0.3,0.35,0.24,3.22,73.14,89.29,0.41,3.37,1.25,1.08,0.48,0.09,0.03,0.06,0.1,0.53,0.12,0.29,40.29,39.09,40.69,1.76,1.68,0.08,1.75,1.59
4.0,6.0,68.0,4.0,0.19,5.06,6.96,92.0,1.9,5.42,1.7,0.18,0.56,0.56,1148.0,159.0,43.99,24.29,24.18,7.54,10.22,0.03,0.08,0.07,0.02,0.01,19.17,50.83,21.16,7.84,0.11,0.21,0.28,0.31,0.23,0.38,0.4,0.23,0.11,0.03,25.92,44.76,22.43,6.88,0.14,0.22,0.3,0.36,0.25,0.41,0.41,15.0,9.33,2.33,0.67,2.67,26.67,9.33,5.33,0.67,0.0,0.33,0.33,32.99,32.95,27.13,6.92,0.26,0.31,0.41,0.57,0.36,7.93,180.33,123.0,0.61,4.88,2.21,1.15,0.71,0.12,0.06,0.07,0.13,0.78,0.16,0.38,60.97,55.24,55.24,2.51,2.39,0.13,2.39,2.17
4.3,7.0,25.0,0.0,0.2,5.35,4.04,95.0,-2.2,5.3,-0.8,-0.08,0.47,0.47,1039.0,149.0,44.55,21.57,25.5,8.37,12.5,0.08,0.25,0.18,0.08,0.01,22.51,47.33,23.88,5.99,0.16,0.22,0.29,0.37,0.24,0.44,0.44,0.21,0.08,0.02,19.09,51.89,22.86,6.16,0.15,0.25,0.31,0.4,0.26,0.43,0.43,25.67,15.67,3.0,0.67,6.33,49.0,18.0,10.67,2.67,0.0,1.33,3.33,28.24,38.47,21.26,12.02,0.22,0.24,0.32,0.46,0.27,5.31,120.33,113.33,0.49,3.87,1.7,0.91,0.43,0.1,0.04,0.06,0.09,0.55,0.12,0.31,34.8,37.2,38.0,1.53,1.66,-0.12,1.64,1.58
5.6,7.0,92.0,6.0,0.13,6.2,5.45,108.0,-14.6,5.35,-14.2,-1.47,0.54,0.54,1252.0,181.0,44.15,23.09,25.61,7.15,13.24,0.1,0.29,0.17,0.1,0.01,26.75,42.69,22.78,7.78,0.2,0.25,0.33,0.45,0.27,0.49,0.49,0.17,0.09,0.01,24.75,44.57,23.81,6.87,0.18,0.24,0.33,0.43,0.27,0.47,0.47,27.33,15.0,5.67,0.67,6.0,52.33,20.33,4.67,0.67,1.33,0.0,1.0,25.25,46.88,24.99,2.88,0.2,0.23,0.26,0.43,0.23,5.89,134.0,110.0,0.45,3.07,1.49,0.78,0.46,0.08,0.04,0.04,0.1,0.56,0.12,0.27,39.17,38.8,40.3,1.79,1.73,0.06,1.77,1.64
4.4,5.0,93.0,16.0,0.22,7.23,4.81,101.0,-21.9,5.41,-21.2,-2.2,0.54,0.54,1124.0,156.0,41.62,25.3,24.42,8.66,10.38,0.03,0.12,0.07,0.03,0.01,21.07,47.22,23.66,8.06,0.14,0.24,0.3,0.38,0.24,0.42,0.43,0.21,0.09,0.01,22.73,43.55,25.92,7.8,0.18,0.25,0.3,0.43,0.26,0.46,0.46,34.33,17.11,7.33,0.89,9.0,70.44,30.22,13.11,2.67,2.67,0.0,2.89,36.94,33.5,14.6,14.96,0.26,0.27,0.35,0.53,0.29,8.22,186.67,129.67,0.56,6.39,3.01,1.61,0.96,0.17,0.08,0.09,0.18,1.02,0.21,0.57,75.35,78.39,80.68,3.26,3.52,-0.25,3.53,3.26
3.5,5.0,80.0,8.0,0.24,4.64,3.74,106.0,11.5,3.89,11.9,1.24,0.42,0.42,1171.0,165.0,43.09,24.19,24.83,7.89,10.46,0.07,0.26,0.17,0.07,0.02,23.78,41.5,26.03,8.69,0.14,0.23,0.29,0.38,0.24,0.41,0.41,0.07,0.03,0.0,25.26,41.55,22.83,10.36,0.12,0.24,0.3,0.35,0.24,0.4,0.45,28.0,17.0,5.67,0.67,4.67,49.0,35.67,7.33,1.67,0.67,0.0,2.67,23.61,42.3,23.27,10.82,0.15,0.2,0.25,0.36,0.21,3.83,87.0,96.33,0.38,2.5,0.97,0.84,0.43,0.06,0.03,0.04,0.08,0.43,0.1,0.24,32.01,32.99,33.32,1.44,1.47,-0.03,1.47,1.36
3.5,6.0,93.0,8.0,0.17,3.55,2.94,94.0,35.7,3.44,31.5,3.26,0.37,0.37,1071.0,114.0,46.38,21.0,25.64,6.98,12.38,0.08,0.28,0.17,0.08,0.02,23.77,44.28,24.47,7.18,0.14,0.23,0.28,0.37,0.23,0.41,0.41,0.18,0.09,0.02,22.16,44.41,25.41,8.02,0.14,0.26,0.31,0.39,0.26,0.42,0.42,24.86,18.86,2.57,1.14,2.29,36.57,29.0,4.71,1.86,0.43,0.0,5.43,16.2,59.83,19.29,4.67,0.09,0.19,0.23,0.28,0.19,3.1,70.86,86.71,0.3,2.76,0.94,0.9,0.33,0.07,0.02,0.05,0.07,0.39,0.09,0.23,27.7,28.32,30.16,1.17,1.21,-0.03,1.3,1.18
3.0,6.0,75.0,6.0,0.27,3.3,2.96,98.0,20.8,3.18,20.9,2.17,0.37,0.37,1043.0,145.0,46.71,21.8,24.15,7.34,10.51,0.08,0.25,0.16,0.08,0.02,20.72,49.71,23.52,5.75,0.16,0.23,0.29,0.39,0.24,0.44,0.44,0.18,0.09,0.01,24.97,45.0,22.8,7.23,0.19,0.24,0.32,0.44,0.27,0.48,0.48,17.78,13.67,3.0,0.0,1.11,24.11,24.44,5.56,0.89,1.0,0.0,1.67,18.86,53.53,23.57,4.04,0.08,0.21,0.27,0.3,0.21,3.51,79.56,86.89,0.33,3.93,1.13,1.33,0.43,0.11,0.03,0.08,0.08,0.44,0.11,0.3,31.05,32.2,32.2,1.3,1.36,-0.07,1.4,1.28
4.2,7.0,65.0,6.0,0.25,3.56,3.44,108.0,20.1,3.62,20.3,2.1,0.4,0.4,1047.0,135.0,44.49,23.39,24.13,7.99,9.98,0.03,0.12,0.07,0.03,0.01,21.07,47.22,23.66,8.06,0.14,0.24,0.3,0.38,0.24,0.42,0.43,0.14,0.09,0.02,24.18,43.17,26.21,6.45,0.2,0.27,0.34,0.47,0.28,0.5,0.5,24.11,17.56,2.78,0.0,3.78,38.22,34.44,9.22,1.67,0.44,0.0,1.44,30.01,39.35,24.69,5.94,0.16,0.18,0.28,0.34,0.22,3.01,68.78,90.22,0.37,3.8,1.17,1.25,0.39,0.1,0.03,0.07,0.09,0.45,0.11,0.31,27.14,31.8,33.35,1.22,1.37,-0.15,1.46,1.35
4.7,5.0,74.0,6.0,0.18,5.0,5.74,106.0,0.2,5.38,0.2,0.02,0.55,0.55,1200.0,170.0,43.98,24.19,23.7,8.13,12.47,0.09,0.28,0.16,0.08,0.02,26.21,38.73,26.14,8.92,0.18,0.25,0.32,0.43,0.27,0.47,0.47,0.18,0.07,0.02,23.34,40.52,26.76,9.39,0.16,0.25,0.32,0.4,0.25,0.45,0.45,16.71,11.57,2.71,0.0,2.43,26.71,7.57,4.86,0.86,0.0,0.0,2.0,20.0,50.25,26.83,2.93,0.2,0.34,0.41,0.54,0.31,6.4,145.57,110.71,0.57,7.96,2.66,2.49,1.03,0.21,0.07,0.14,0.2,1.05,0.24,0.6,78.85,75.53,77.19,3.49,3.34,0.16,3.41,3.05
3.2,7.0,60.0,15.0,0.24,2.55,3.51,88.0,35.8,2.57,34.5,3.58,0.39,0.39,1148.0,159.0,43.99,24.29,24.18,7.54,10.22,0.08,0.25,0.18,0.08,0.01,22.51,47.33,23.88,5.99,0.16,0.22,0.29,0.37,0.24,0.44,0.44,0.07,0.03,0.01,24.86,47.91,22.87,4.36,0.1,0.23,0.28,0.33,0.24,0.36,0.39,32.33,23.33,6.67,0.0,2.33,46.0,38.0,6.33,2.0,0.33,0.67,1.67,21.39,50.37,24.09,4.15,0.11,0.26,0.31,0.37,0.26,2.19,49.67,82.0,0.39,3.19,1.45,0.75,0.46,0.08,0.04,0.04,0.09,0.51,0.11,0.25,39.91,36.16,36.16,1.64,1.56,0.09,1.56,1.42
4.8,8.0,59.0,15.0,0.21,6.21,4.95,103.0,-10.4,5.14,-11.1,-1.15,0.52,0.52,1223.0,188.0,45.12,22.78,25.36,6.74,11.58,0.09,0.28,0.17,0.08,0.01,21.65,46.37,24.31,7.36,0.16,0.24,0.32,0.41,0.26,0.46,0.46,0.17,0.07,0.01,21.97,47.15,25.9,4.98,0.14,0.24,0.32,0.38,0.26,0.42,0.42,33.0,21.0,4.22,1.0,6.78,59.56,30.78,12.89,0.56,0.56,1.33,5.0,23.6,40.49,28.13,7.79,0.22,0.27,0.34,0.49,0.29,5.15,117.44,108.22,0.52,3.92,1.85,0.95,0.59,0.1,0.05,0.05,0.11,0.63,0.13,0.33,47.7,47.7,46.35,2.09,2.1,-0.01,2.0,1.88
3.9,7.0,76.0,49.0,0.22,4.17,4.09,94.0,23.6,4.95,17.7,1.83,0.45,0.45,1000.0,128.0,44.56,22.42,25.96,7.06,12.54,0.07,0.25,0.17,0.07,0.02,18.7,50.15,24.7,6.15,0.12,0.23,0.29,0.36,0.25,0.4,0.4,0.05,0.04,0.0,22.99,47.54,25.41,4.06,0.17,0.29,0.36,0.46,0.31,0.5,0.43,25.75,13.12,5.88,1.62,5.12,50.25,26.25,16.5,1.12,0.62,0.0,2.38,25.58,39.24,25.1,10.08,0.2,0.22,0.32,0.42,0.26,5.71,129.88,112.25,0.48,3.21,1.44,0.84,0.43,0.08,0.04,0.05,0.09,0.51,0.11,0.26,39.69,38.19,40.07,1.71,1.64,0.07,1.73,1.57
3.5,8.0,59.0,15.0,0.28,3.0,4.15,102.0,26.6,3.59,24.4,2.53,0.46,0.46,1072.0,156.0,43.45,24.21,23.55,8.8,10.87,0.09,0.28,0.16,0.09,0.02,25.41,41.56,24.38,8.35,0.21,0.24,0.31,0.45,0.27,0.5,0.5,0.06,0.02,0.0,20.05,47.86,23.69,8.4,0.12,0.2,0.29,0.33,0.23,0.39,0.43,31.5,20.5,4.12,1.25,5.62,55.0,47.62,8.88,2.0,1.38,0.0,2.75,25.65,44.21,25.66,4.47,0.17,0.22,0.27,0.39,0.24,2.45,55.38,80.88,0.41,2.86,1.06,0.91,0.41,0.07,0.03,0.05,0.08,0.45,0.1,0.24,34.12,33.1,34.45,1.49,1.42,0.07,1.48,1.34
3.9,7.0,63.0,5.0,0.16,4.72,3.44,97.0,7.4,4.27,8.8,0.91,0.42,0.42,1141.0,137.0,45.38,22.92,25.11,6.59,10.75,0.07,0.23,0.18,0.06,0.01,18.53,49.82,23.39,7.96,0.12,0.22,0.28,0.35,0.22,0.4,0.4,0.15,0.08,0.02,24.97,43.25,24.1,7.68,0.14,0.25,0.31,0.39,0.26,0.42,0.42,30.0,19.56,7.0,0.0,3.44,47.33,22.22,11.0,0.56,1.0,2.33,3.56,23.38,42.42,26.62,7.58,0.14,0.25,0.31,0.38,0.24,5.4,122.67,112.44,0.42,3.23,1.4,0.91,0.43,0.08,0.04,0.05,0.1,0.53,0.12,0.3,35.6,39.16,40.74,1.52,1.67,-0.15,1.76,1.65
4.3,6.0,29.0,0.0,0.23,5.58,4.38,105.0,-4.6,4.19,-4.2,-0.44,0.48,0.48,1171.0,165.0,43.09,24.19,24.83,7.89,10.46,0.1,0.31,0.19,0.09,0.02,22.84,46.73,24.31,6.12,0.18,0.26,0.32,0.43,0.28,0.47,0.47,0.16,0.09,0.01,25.92,39.29,25.69,9.09,0.17,0.25,0.32,0.42,0.26,0.47,0.47,29.0,13.44,8.44,0.0,7.11,58.78,29.78,13.0,1.56,0.56,0.89,1.78,33.71,26.02,24.43,15.84,0.26,0.25,0.33,0.51,0.27,6.31,143.89,118.44,0.54,3.32,1.29,1.12,0.57,0.09,0.03,0.05,0.11,0.58,0.13,0.32,42.47,43.77,44.2,1.91,1.95,-0.04,1.95,1.8
4.1,4.0,80.0,15.0,0.17,6.43,4.66,102.0,-18.8,5.2,-18.7,-1.94,0.48,0.48,1124.0,156.0,41.62,25.3,24.42,8.66,10.38,0.09,0.26,0.17,0.09,0.01,24.75,44.27,24.22,6.76,0.18,0.25,0.33,0.42,0.26,0.47,0.47,0.08,0.03,0.01,20.53,47.52,25.64,6.31,0.15,0.24,0.3,0.39,0.25,0.43,0.42,25.67,15.0,7.0,0.67,3.0,43.0,24.0,13.33,2.0,2.67,0.0,3.33,22.98,35.01,28.24,13.76,0.15,0.22,0.3,0.36,0.24,5.94,135.0,118.33,0.41,3.06,1.44,0.77,0.46,0.08,0.04,0.04,0.09,0.49,0.1,0.27,36.08,37.54,38.63,1.56,1.68,-0.12,1.69,1.56
5.1,7.0,73.0,62.0,0.18,6.6,6.7,104.0,-7.2,5.39,-7.2,-0.74,0.55,0.55,1264.0,172.0,43.82,23.06,26.19,6.94,12.02,0.04,0.13,0.07,0.04,0.0,28.18,40.69,22.46,8.67,0.24,0.26,0.34,0.49,0.28,0.54,0.5,0.15,0.08,0.02,24.96,41.94,24.73,8.37,0.14,0.24,0.3,0.38,0.25,0.42,0.42,34.0,18.67,7.33,2.67,5.33,62.67,24.0,8.33,2.0,0.0,0.0,4.0,26.66,44.31,21.38,7.64,0.28,0.27,0.35,0.55,0.29,7.58,172.67,118.33,0.56,3.07,1.5,0.79,0.37,0.08,0.04,0.04,0.1,0.54,0.12,0.27,37.12,37.12,38.67,1.64,1.6,0.04,1.71,1.65
4.1,7.0,69.0,36.0,0.31,2.82,2.97,94.0,32.6,3.71,31.9,3.3,0.39,0.39,1071.0,114.0,46.38,21.0,25.64,6.98,12.38,0.08,0.26,0.19,0.08,0.01,22.44,46.71,22.21,8.33,0.16,0.22,0.29,0.38,0.24,0.44,0.44,0.2,0.07,0.02,18.8,48.4,25.61,7.18,0.12,0.23,0.29,0.35,0.24,0.38,0.38,13.75,10.12,1.38,0.0,2.25,21.88,19.25,4.12,0.62,0.0,0.62,1.75,31.09,41.26,19.99,7.65,0.13,0.22,0.28,0.35,0.22,3.22,73.25,88.38,0.38,3.5,1.2,1.14,0.42,0.09,0.03,0.06,0.09,0.5,0.12,0.29,35.1,35.88,38.22,1.49,1.53,-0.04,1.65,1.49
4.1,5.0,74.0,4.0,0.14,5.08,4.39,97.0,-0.7,4.0,0.9,0.09,0.46,0.46,1148.0,126.0,45.29,21.27,26.06,7.39,14.58,0.04,0.14,0.07,0.04,0.01,21.17,48.34,23.88,5.61,0.18,0.26,0.31,0.43,0.25,0.48,0.44,0.1,0.04,0.01,17.91,50.38,26.6,5.12,0.13,0.25,0.29,0.38,0.25,0.4,0.36,50.14,36.71,10.0,0.0,3.43,70.43,19.43,15.43,0.14,0.0,2.71,8.71,17.77,56.45,23.7,2.08,0.12,0.31,0.37,0.43,0.29,5.2,118.0,107.43,0.47,5.8,2.78,1.44,0.61,0.15,0.07,0.08,0.18,0.99,0.21,0.5,72.8,68.64,73.49,3.01,2.81,0.2,3.18,2.98
3.8,6.0,59.0,2.0,0.2,5.12,3.92,98.0,2.7,4.43,2.1,0.21,0.45,0.45,1150.0,156.0,43.15,24.64,25.33,6.88,14.0,0.03,0.09,0.05,0.03,0.01,21.59,43.74,25.75,8.91,0.15,0.26,0.32,0.41,0.26,0.44,0.41,0.06,0.03,0.0,24.42,46.45,21.88,7.25,0.12,0.26,0.32,0.38,0.26,0.42,0.39,25.25,18.25,4.25,0.0,2.75,37.75,22.75,5.75,0.25,1.5,0.0,2.25,30.42,36.2,24.69,8.7,0.13,0.24,0.28,0.37,0.23,3.48,79.0,100.75,0.39,3.89,1.5,1.17,0.56,0.1,0.04,0.06,0.11,0.58,0.13,0.33,43.65,44.55,45.45,1.84,1.93,-0.09,2.0,1.81
3.4,7.0,25.0,0.0,0.27,3.19,3.93,96.0,29.3,3.6,29.5,3.06,0.41,0.41,942.0,125.0,45.48,23.17,24.57,6.77,12.5,0.1,0.3,0.15,0.1,0.02,25.51,42.12,25.7,6.67,0.18,0.25,0.32,0.43,0.26,0.47,0.47,0.12,0.08,0.02,23.33,43.54,24.44,8.68,0.16,0.26,0.34,0.42,0.27,0.46,0.46,27.44,17.0,7.11,0.44,2.89,44.11,35.22,13.11,1.44,1.11,0.0,4.11,16.18,56.17,24.69,2.96,0.13,0.22,0.3,0.36,0.23,3.47,79.0,93.56,0.41,3.96,1.28,1.13,0.46,0.1,0.03,0.07,0.08,0.47,0.11,0.27,36.7,31.97,30.52,1.55,1.4,0.16,1.34,1.23
4.7,7.0,77.0,59.0,0.23,4.44,5.07,101.0,14.2,4.46,13.1,1.36,0.49,0.49,1223.0,188.0,45.12,22.78,25.36,6.74,11.58,0.09,0.28,0.17,0.08,0.01,21.65,46.37,24.31,7.36,0.16,0.24,0.32,0.41,0.26,0.46,0.46,0.05,0.03,0.01,21.28,47.75,24.9,6.06,0.13,0.27,0.34,0.4,0.27,0.45,0.46,32.62,18.88,7.25,0.0,6.5,59.38,29.62,13.38,0.0,2.25,0.0,3.75,22.65,47.94,22.94,6.48,0.23,0.27,0.34,0.5,0.29,5.22,119.12,99.5,0.54,3.62,1.71,0.88,0.54,0.09,0.04,0.05,0.1,0.58,0.12,0.3,44.05,44.05,42.8,1.93,1.94,-0.01,1.85,1.74
4.0,7.0,84.0,22.0,0.35,2.29,2.13,102.0,69.0,2.58,60.7,6.3,0.36,0.36,1072.0,156.0,43.45,24.21,23.55,8.8,10.87,0.09,0.28,0.16,0.09,0.02,25.41,41.56,24.38,8.35,0.21,0.24,0.31,0.45,0.27,0.5,0.5,0.15,0.08,0.01,20.86,46.84,25.98,6.32,0.15,0.25,0.32,0.41,0.26,0.44,0.44,21.9,10.5,8.3,1.3,1.8,38.2,59.6,8.9,2.0,0.0,0.0,1.6,23.38,37.01,25.77,13.83,0.11,0.16,0.22,0.27,0.19,1.55,34.9,64.8,0.31,2.13,0.79,0.68,0.3,0.06,0.02,0.03,0.06,0.33,0.08,0.18,25.47,24.72,25.73,1.11,1.06,0.05,1.11,1.0
4.7,7.0,75.0,52.0,0.2,3.7,3.56,94.0,14.4,3.85,14.6,1.51,0.4,0.4,1071.0,114.0,46.38,21.0,25.64,6.98,12.38,0.08,0.26,0.19,0.08,0.01,22.44,46.71,22.21,8.33,0.16,0.22,0.29,0.38,0.24,0.44,0.44,0.19,0.08,0.01,18.04,51.13,23.36,7.48,0.14,0.22,0.27,0.36,0.24,0.38,0.38,7.33,5.0,2.17,0.0,0.17,10.0,11.0,4.83,0.83,1.0,0.83,0.17,18.06,54.31,13.33,14.31,0.06,0.17,0.27,0.24,0.23,2.06,46.5,83.17,0.3,4.69,1.6,1.53,0.56,0.12,0.04,0.08,0.13,0.66,0.16,0.39,47.0,48.04,51.18,1.99,2.05,-0.06,2.21,1.99
3.8,5.0,76.0,7.0,0.18,4.97,4.99,96.0,4.3,4.26,4.2,0.44,0.5,0.5,1148.0,126.0,45.29,21.27,26.06,7.39,14.58,0.08,0.25,0.16,0.08,0.02,20.72,49.71,23.52,5.75,0.16,0.23,0.29,0.39,0.24,0.44,0.44,0.11,0.02,0.01,15.93,49.03,30.59,4.46,0.13,0.26,0.31,0.39,0.25,0.42,0.35,28.14,17.71,5.29,1.57,3.57,47.29,27.71,11.86,0.71,1.0,0.71,5.0,25.62,39.05,29.04,6.28,0.17,0.25,0.32,0.42,0.27,4.48,102.0,101.14,0.46,3.49,1.68,0.87,0.37,0.09,0.04,0.05,0.11,0.6,0.13,0.3,43.87,41.36,44.28,1.81,1.69,0.12,1.92,1.8
3.4,8.0,71.0,5.0,0.18,3.58,3.54,98.0,31.8,3.75,32.1,3.32,0.42,0.42,942.0,125.0,45.48,23.17,24.57,6.77,12.5,0.04,0.12,0.06,0.03,0.0,26.41,40.14,24.37,9.08,0.16,0.26,0.33,0.42,0.26,0.46,0.47,0.12,0.09,0.02,24.06,42.99,24.45,8.51,0.17,0.26,0.33,0.43,0.28,0.47,0.47,46.11,27.67,12.56,0.0,5.89,76.33,37.22,14.67,0.0,2.56,0.0,4.89,16.49,56.61,22.35,4.55,0.16,0.25,0.29,0.41,0.25,3.68,83.67,101.0,0.44,3.38,1.09,0.96,0.39,0.09,0.03,0.06,0.07,0.4,0.09,0.23,31.31,27.28,26.04,1.32,1.19,0.13,1.14,1.05
3.4,7.0,86.0,49.0,0.21,4.31,5.0,96.0,7.3,5.24,6.9,0.71,0.5,0.5,1141.0,137.0,45.38,22.92,25.11,6.59,10.75,0.07,0.23,0.18,0.06,0.01,18.53,49.82,23.39,7.96,0.12,0.22,0.28,0.35,0.22,0.4,0.4,0.08,0.04,0.01,20.19,47.72,26.45,5.65,0.15,0.23,0.31,0.39,0.25,0.43,0.4,9.33,4.33,3.33,0.0,1.67,17.67,13.67,2.0,0.67,0.0,0.0,0.33,27.89,43.4,15.9,12.8,0.18,0.21,0.25,0.39,0.22,3.18,72.67,91.67,0.41,3.76,1.63,1.07,0.5,0.1,0.04,0.05,0.11,0.62,0.13,0.35,41.5,45.65,47.49,1.77,1.95,-0.18,2.05,1.93
3.4,6.0,94.0,62.0,0.21,3.77,4.36,90.0,20.3,4.69,20.8,2.15,0.47,0.47,1148.0,159.0,43.99,24.29,24.18,7.54,10.22,0.04,0.13,0.08,0.04,0.0,23.83,45.14,23.9,6.13,0.2,0.24,0.3,0.44,0.26,0.49,0.43,0.09,0.04,0.01,22.01,48.11,22.71,7.17,0.13,0.21,0.28,0.34,0.24,0.39,0.43,23.0,14.0,3.33,0.0,5.67,43.33,25.33,12.33,2.67,0.67,2.33,4.67,25.12,60.91,11.43,2.54,0.18,0.22,0.33,0.39,0.27,6.22,141.67,111.67,0.44,4.09,1.86,0.96,0.59,0.1,0.05,0.06,0.11,0.65,0.14,0.32,51.09,46.29,46.29,2.1,2.0,0.11,2.0,1.82
